Name_x,Status,Link,Speakers,Glottocode,Country,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
Barbareño,Not in use,https://en.wal.unesco.org/languages/barbareno,0.0,barb1263,,Chumashan,boi,North America,0.0,34.46,-119.7
Barclayville Grebo,Endangered/unsafe,https://en.wal.unesco.org/languages/barclayville-grebo,99999.0,barc1235,,Kru,gry,Africa,2.0,4.68,-8.09
Bardi,Critically endangered,https://en.wal.unesco.org/languages/bardi,999.0,bard1255,,Nyulnyulan,bcj,Australia,2.0,-16.63,122.91
Baré,Critically endangered,https://en.wal.unesco.org/languages/bare,999.0,bare1276,,Arawakan,bae,South America,0.0,1.92,-66.83
Barain,Definitely endangered,https://en.wal.unesco.org/languages/barain,9999.0,bare1279,,Afro-Asiatic,bva,Africa,4.0,10.97,17.91
Bargam,Definitely endangered,https://en.wal.unesco.org/languages/bargam,9999.0,barg1252,,Nuclear Trans New Guinea,mlp,Papunesia,0.0,-4.87,145.76
Barikanchi,Not in use,https://en.wal.unesco.org/languages/barikanchi,0.0,bari1241,,Pidgin,bxo,Africa,0.0,11.99,8.43
Bari,Potentially vulnerable,https://en.wal.unesco.org/languages/bari,999999.0,bari1284,Colombia,Nilotic,bfa,Africa,5.0,4.2,31.07
Bariai,Endangered/unsafe,https://en.wal.unesco.org/languages/bariai,9999.0,bari1286,,Austronesian,bch,Papunesia,0.0,-5.51,148.67
Bariji,Endangered/unsafe,https://en.wal.unesco.org/languages/bariji,999.0,bari1290,,Yareban,bjc,Papunesia,0.0,-9.23,148.45
Barí,Endangered/unsafe,https://en.wal.unesco.org/languages/bari-0,9999.0,bari1297,,Chibchan,mot,South America,0.0,9.08,-72.94
Barikewa,Endangered/unsafe,https://en.wal.unesco.org/languages/barikewa,999.0,bari1298,,Turama-Kikori,jbk,Papunesia,0.0,-7.1,143.99
Barombi,Definitely endangered,https://en.wal.unesco.org/languages/barombi,9999.0,baro1252,,Atlantic-Congo,bbi,Africa,0.0,4.65,9.25
Barok,Definitely endangered,https://en.wal.unesco.org/languages/barok,9999.0,baro1253,,Austronesian,bjk,Papunesia,2.0,-3.48,152.19
Barrow Point,Not in use,https://en.wal.unesco.org/languages/barrow-point,0.0,barr1247,,Pama-Nyungan,bpt,Australia,0.0,-14.12,144.53
Barro Negro Tunebo,Definitely endangered,https://en.wal.unesco.org/languages/barro-negro-tunebo,999.0,barr1251,,Chibchan,tbn,South America,0.0,6.13,-72.04
Barranbinya,Not in use,https://en.wal.unesco.org/languages/barranbinya,0.0,barr1252,,Pama-Nyungan,,Australia,0.0,-30.1,145.93
Baruya,Endangered/unsafe,https://en.wal.unesco.org/languages/baruya,9999.0,baru1267,,Angan,byr,Papunesia,4.0,-6.89,145.82
Baruga,Endangered/unsafe,https://en.wal.unesco.org/languages/baruga,9999.0,baru1269,,Nuclear Trans New Guinea,bjz,Papunesia,4.0,-9.4,148.76
Barwe,Definitely endangered,https://en.wal.unesco.org/languages/barwe,9999999.0,barw1243,Zimbabwe,Atlantic-Congo,bwg,Africa,0.0,-17.68,33.45
Barzani Jewish Neo-Aramaic,Critically endangered,https://en.wal.unesco.org/languages/barzani-jewish-neo-aramaic,99.0,barz1241,,Afro-Asiatic,bjf,Eurasia,4.0,31.77,35.15
Basa-Gumna,Not in use,https://en.wal.unesco.org/languages/basa-gumna,0.0,basa1280,,Atlantic-Congo,bsl,Africa,0.0,9.94,6.58
Basa-Gurmana,Definitely endangered,https://en.wal.unesco.org/languages/basa-gurmana,9999.0,basa1281,,Atlantic-Congo,buj,Africa,0.0,10.25,6.75
Basa (Nigeria),Endangered/unsafe,https://en.wal.unesco.org/languages/basa-nigeria,99999.0,basa1282,,Atlantic-Congo,bzw,Africa,0.0,8.03,7.06
Basa (Cameroon),Potentially vulnerable,https://en.wal.unesco.org/languages/basa-cameroon,999999.0,basa1284,Cameroon,Atlantic-Congo,bas,Africa,11.0,3.81,10.42
Basap,Definitely endangered,https://en.wal.unesco.org/languages/basap,99999.0,basa1286,,Austronesian,bdb,Papunesia,4.0,1.41,117.94
Basay Gaoshan,Not in use,https://en.wal.unesco.org/languages/basay-gaoshan,0.0,basa1287,,Austronesian,byq,Papunesia,2.0,25.0,121.86
Bashkardi,Definitely endangered,https://en.wal.unesco.org/languages/bashkardi,9999.0,bash1263,,Indo-European,bsg,Eurasia,18.0,32.0,53.0
Bashkir,Potentially vulnerable,https://en.wal.unesco.org/languages/bashkir,0.0,bash1264,Russian Federation,Turkic,bak,Eurasia,3.0,53.6,56.56
Basketo,Endangered/unsafe,https://en.wal.unesco.org/languages/basketo,99999.0,bask1236,,Ta-Ne-Omotic,bst,Africa,0.0,6.46,36.58
Basque,Potentially vulnerable,https://en.wal.unesco.org/languages/basque,999999.0,basq1248,,,eus,Eurasia,11.0,43.28,-1.32
Basque-Amerindian Pidgin,Not in use,https://en.wal.unesco.org/languages/basque-amerindian-pidgin,0.0,basq1252,,Pidgin,,North America,0.0,,
Bassari-Tanda,Endangered/unsafe,https://en.wal.unesco.org/languages/bassari-tanda,99999.0,bass1258,Ghana,Atlantic-Congo,bsc,Africa,4.0,12.45,-13.35
Bassa-Kontagora,Not in use,https://en.wal.unesco.org/languages/bassa-kontagora,0.0,bass1259,,Atlantic-Congo,bsr,Africa,0.0,10.33,4.98
Bassossi,Endangered/unsafe,https://en.wal.unesco.org/languages/bassossi,9999.0,bass1260,,Atlantic-Congo,bsi,Africa,2.0,5.24,9.52
Basum,Endangered/unsafe,https://en.wal.unesco.org/languages/basum,9999.0,basu1243,,Sino-Tibetan,,Eurasia,0.0,29.99,93.88
Batanga,Definitely endangered,https://en.wal.unesco.org/languages/batanga,99999.0,bata1285,,Atlantic-Congo,bnm,Africa,0.0,1.4,9.51
Batak Simalungun,Potentially vulnerable,https://en.wal.unesco.org/languages/batak-simalungun,9999999.0,bata1288,,Austronesian,bts,Papunesia,0.0,3.04,98.91
Batak Toba,Definitely endangered,https://en.wal.unesco.org/languages/batak-toba,9999999.0,bata1289,,Austronesian,bbc,Papunesia,0.0,2.35,99.18
Batak Angkola,Definitely endangered,https://en.wal.unesco.org/languages/batak-angkola,999999.0,bata1290,,Austronesian,akb,Papunesia,0.0,1.66,99.6
Batak Mandailing,Definitely endangered,https://en.wal.unesco.org/languages/batak-mandailing,9999999.0,bata1291,,Austronesian,btm,Papunesia,0.0,0.86,99.9
Batak Alas-Kluet,Potentially vulnerable,https://en.wal.unesco.org/languages/batak-alas-kluet,999999.0,bata1292,,Austronesian,btz,Papunesia,1.0,3.43,97.81
Batak Karo,Definitely endangered,https://en.wal.unesco.org/languages/batak-karo,999999.0,bata1293,,Austronesian,btx,Papunesia,1.0,2.13,98.25
Batak Dairi,Definitely endangered,https://en.wal.unesco.org/languages/batak-dairi,9999999.0,bata1294,,Austronesian,btd,Papunesia,0.0,2.51,98.24
Batanta,Critically endangered,https://en.wal.unesco.org/languages/batanta,,bata1295,,Austronesian,,Papunesia,0.0,-0.86,130.65
Bataan Ayta,Definitely endangered,https://en.wal.unesco.org/languages/bataan-ayta,999.0,bata1297,Philippines,Austronesian,ayt,Papunesia,0.0,14.42,120.49
Batad Ifugao,Endangered/unsafe,https://en.wal.unesco.org/languages/batad-ifugao,9999.0,bata1298,,Austronesian,ifb,Papunesia,3.0,16.83,121.23
Batak,Definitely endangered,https://en.wal.unesco.org/languages/batak,999.0,bata1301,Philippines,Austronesian,bya,Papunesia,0.0,10.11,119.03
Bata,Potentially vulnerable,https://en.wal.unesco.org/languages/bata,999999.0,bata1314,Cameroon,Afro-Asiatic,bta,Africa,9.0,9.68,12.68
Bateri,Endangered/unsafe,https://en.wal.unesco.org/languages/bateri,99999.0,bate1261,India,Indo-European,btv,Eurasia,0.0,34.96,72.93
Batek,Definitely endangered,https://en.wal.unesco.org/languages/batek,999.0,bate1262,,Austroasiatic,btq,Eurasia,2.0,4.82,102.38
Bathari,Severely endangered,https://en.wal.unesco.org/languages/bathari,999.0,bath1244,,Afro-Asiatic,bhm,Eurasia,0.0,17.45,53.12
Bati (Cameroon),Definitely endangered,https://en.wal.unesco.org/languages/bati-cameroon,999.0,bati1251,,Atlantic-Congo,btc,Africa,0.0,4.26,11.06
Bati (Indonesia),Definitely endangered,https://en.wal.unesco.org/languages/bati-indonesia,9999.0,bati1253,,Austronesian,bvt,Papunesia,0.0,-3.61,130.81
Bats,Severely endangered,https://en.wal.unesco.org/languages/bats,9999.0,bats1242,,Nakh-Daghestanian,bbl,Eurasia,0.0,42.18,45.34
Batu,Endangered/unsafe,https://en.wal.unesco.org/languages/batu,99999.0,batu1255,,Atlantic-Congo,btu,Africa,2.0,6.82,10.94
Batuley,Definitely endangered,https://en.wal.unesco.org/languages/batuley,9999.0,batu1258,,Austronesian,bay,Papunesia,0.0,-5.81,134.78
Batui,Severely endangered,https://en.wal.unesco.org/languages/batui,9999.0,batu1260,,Austronesian,zbt,Papunesia,0.0,-1.25,122.49
Bau-Jagoi Bidayuh,Definitely endangered,https://en.wal.unesco.org/languages/bau-jagoi-bidayuh,99999.0,baub1235,,Austronesian,sne,Papunesia,12.0,1.54,109.98
Bauchi,Endangered/unsafe,https://en.wal.unesco.org/languages/bauchi,99999.0,bauc1238,,Atlantic-Congo,bsf,Africa,3.0,10.21,6.62
Bauria,Endangered/unsafe,https://en.wal.unesco.org/languages/bauria,99999.0,baur1251,,Indo-European,bge,Eurasia,0.0,25.3,75.87
Bauro,Endangered/unsafe,https://en.wal.unesco.org/languages/bauro,9999.0,baur1252,,Austronesian,bxa,Papunesia,3.0,-10.58,161.86
Baure,Critically endangered,https://en.wal.unesco.org/languages/baure,99.0,baur1253,,Arawakan,brg,South America,6.0,-13.61,-63.68
Bau,Definitely endangered,https://en.wal.unesco.org/languages/bau,9999.0,bauu1244,,Nuclear Trans New Guinea,bbd,Papunesia,0.0,-5.26,145.61
Bauwaki,Endangered/unsafe,https://en.wal.unesco.org/languages/bauwaki,999.0,bauw1240,,Mailuan,bwk,Papunesia,0.0,-9.83,148.81
Bauxite Pidgin,Unknown,https://en.wal.unesco.org/languages/bauxite-pidgin,,baux1234,,Pidgin,,Africa,0.0,,
Bauzi,Endangered/unsafe,https://en.wal.unesco.org/languages/bauzi,9999.0,bauz1241,,Geelvink Bay,bvz,Papunesia,3.0,-2.45,137.63
Bavarian,Potentially vulnerable,https://en.wal.unesco.org/languages/bavarian,9999999.0,bava1246,,Indo-European,bar,Eurasia,12.0,47.92,13.25
Bawm Chin,Endangered/unsafe,https://en.wal.unesco.org/languages/bawm-chin,99999.0,bawm1236,India,Sino-Tibetan,bgr,Eurasia,0.0,22.44,92.93
Bayali,Not in use,https://en.wal.unesco.org/languages/bayali,0.0,baya1257,,Pama-Nyungan,bjy,Australia,0.0,-24.98,151.7
Baybayanon,Endangered/unsafe,https://en.wal.unesco.org/languages/baybayanon,9999.0,bayb1234,,Austronesian,bvy,Papunesia,0.0,10.7,124.81
Baygo,Not in use,https://en.wal.unesco.org/languages/baygo,0.0,bayg1239,,Dajuic,byg,Africa,0.0,11.13,25.22
Bay Miwok,Not in use,https://en.wal.unesco.org/languages/bay-miwok,0.0,baym1241,,Miwok-Costanoan,mkq,North America,0.0,37.78,-122.42
Bayot,Endangered/unsafe,https://en.wal.unesco.org/languages/bayot,99999.0,bayo1255,,Atlantic-Congo,bda,Africa,2.0,12.69,-16.39
Kugere-Kuxinge,Endangered/unsafe,https://en.wal.unesco.org/languages/kugere-kuxinge,99999.0,bayo1255,,Atlantic-Congo,bda,Africa,2.0,12.69,-16.39
Bayono,Endangered/unsafe,https://en.wal.unesco.org/languages/bayono,99.0,bayo1260,,Bayono-Awbono,byl,Papunesia,0.0,-5.22,139.62
Bayungu,Not in use,https://en.wal.unesco.org/languages/bayungu,0.0,bayu1240,,Pama-Nyungan,bxj,Australia,0.0,-23.38,114.11
Bazigar,Severely endangered,https://en.wal.unesco.org/languages/bazigar,999999.0,bazi1237,,Unclassifiable,bfr,Eurasia,0.0,25.3,77.22
Beami,Endangered/unsafe,https://en.wal.unesco.org/languages/beami,9999.0,beam1240,,Bosavi,beo,Papunesia,2.0,-6.15,142.51
Beaver,Severely endangered,https://en.wal.unesco.org/languages/beaver,999.0,beav1236,,Athabaskan-Eyak-Tlingit,bea,North America,0.0,56.8,-120.35
Beba,Definitely endangered,https://en.wal.unesco.org/languages/beba,9999.0,beba1238,Cameroon,Atlantic-Congo,bfp,Africa,0.0,6.32,9.74
Bebele,Definitely endangered,https://en.wal.unesco.org/languages/bebele,99999.0,bebe1248,,Atlantic-Congo,beb,Africa,2.0,4.79,12.82
Bebe,Endangered/unsafe,https://en.wal.unesco.org/languages/bebe,9999.0,bebe1250,,Atlantic-Congo,bzv,Africa,0.0,6.75,10.56
Bebeli,Severely endangered,https://en.wal.unesco.org/languages/bebeli,999.0,bebe1252,,Austronesian,bek,Papunesia,0.0,-5.63,150.32
Bebil,Endangered/unsafe,https://en.wal.unesco.org/languages/bebil,9999.0,bebi1242,,Atlantic-Congo,bxp,Africa,0.0,4.87,13.38
Bedik,Definitely endangered,https://en.wal.unesco.org/languages/bedik,9999.0,bedi1235,,Atlantic-Congo,tnr,Africa,3.0,12.75,-12.48
Nangnda,Endangered/unsafe,https://en.wal.unesco.org/languages/nangnda,9999.0,bedj1245,,Central Sudanic,bjv,Africa,3.0,8.6,17.27
Bedoanas,Definitely endangered,https://en.wal.unesco.org/languages/bedoanas,999.0,bedo1237,,Austronesian,bed,Papunesia,0.0,-2.74,132.57
Beeke,Definitely endangered,https://en.wal.unesco.org/languages/beeke,999.0,beek1238,,Atlantic-Congo,bkf,Africa,0.0,3.18,29.98
Beele,Not in use,https://en.wal.unesco.org/languages/beele,0.0,beel1236,,Afro-Asiatic,bxq,Africa,0.0,10.16,10.42
Beembe,Endangered/unsafe,https://en.wal.unesco.org/languages/beembe,9999.0,beem1239,,Atlantic-Congo,beq,Africa,2.0,-3.96,14.1
Beezen,Definitely endangered,https://en.wal.unesco.org/languages/beezen,999.0,beez1238,Cameroon,Atlantic-Congo,bnz,Africa,0.0,6.82,10.11
Menchum,Definitely endangered,https://en.wal.unesco.org/languages/menchum,9999.0,befa1241,,Atlantic-Congo,bby,Africa,8.0,6.28,10.03
Begbere-Ejar,Definitely endangered,https://en.wal.unesco.org/languages/begbere-ejar,99999.0,begb1241,,Atlantic-Congo,bqv,Africa,3.0,9.41,7.6
Beja,Potentially vulnerable,https://en.wal.unesco.org/languages/beja,9999999.0,beja1238,Sudan,Afro-Asiatic,bej,Africa,6.0,17.24,36.67
Riuk Bekati',Definitely endangered,https://en.wal.unesco.org/languages/riuk-bekati,9999.0,beka1241,Indonesia,Austronesian,bei,Papunesia,0.0,1.33,109.58
Bekwarra,Endangered/unsafe,https://en.wal.unesco.org/languages/bekwarra,99999.0,bekw1241,,Atlantic-Congo,bkv,Africa,0.0,6.74,8.86
Bekwil,Endangered/unsafe,https://en.wal.unesco.org/languages/bekwil,99999.0,bekw1242,Cameroon,Atlantic-Congo,bkw,Africa,1.0,1.72,14.65
Belarusian,Potentially vulnerable,https://en.wal.unesco.org/languages/belarusian,9999999.0,bela1254,Belarus,Indo-European,bel,Eurasia,3.0,53.23,25.6
Belanda Viri,Endangered/unsafe,https://en.wal.unesco.org/languages/belanda-viri,99999.0,bela1255,,Atlantic-Congo,bvi,Africa,0.0,7.41,27.7
Belanda Bor,Definitely endangered,https://en.wal.unesco.org/languages/belanda-bor,9999.0,bela1256,South Sudan,Nilotic,bxb,Africa,0.0,6.65,27.82
Lemeting,Severely endangered,https://en.wal.unesco.org/languages/lemeting,999.0,bela1260,,Austronesian,beg,Papunesia,0.0,4.96,114.93
Belhariya,Severely endangered,https://en.wal.unesco.org/languages/belhariya,999.0,belh1239,Nepal,Sino-Tibetan,byw,Eurasia,0.0,27.0,87.28
Beli (South Sudan),Definitely endangered,https://en.wal.unesco.org/languages/beli-south-sudan,99999.0,beli1257,,Central Sudanic,blm,Africa,3.0,6.4,29.8
Beli (Papua New Guinea),Endangered/unsafe,https://en.wal.unesco.org/languages/beli-papua-new-guinea,9999.0,beli1258,,Nuclear Torricelli,bey,Papunesia,0.0,-3.68,142.34
Belize Kriol English,Definitely endangered,https://en.wal.unesco.org/languages/belize-kriol-english,999999.0,beli1260,,Indo-European,bzj,North America,0.0,17.39,-88.63
Bella Coola,Critically endangered,https://en.wal.unesco.org/languages/bella-coola,99.0,bell1243,,Salishan,blc,North America,3.0,52.34,-126.69
Bellari,Definitely endangered,https://en.wal.unesco.org/languages/bellari,999.0,bell1261,,Dravidian,brw,Eurasia,0.0,13.65,74.86
Belle-Isle Pidgin,Not in use,https://en.wal.unesco.org/languages/belle-isle-pidgin,0.0,bell1264,,Pidgin,,North America,0.0,,
Belneng,Endangered/unsafe,https://en.wal.unesco.org/languages/belneng,999.0,beln1234,,Afro-Asiatic,glb,Africa,0.0,9.22,9.53
Belueli,Endangered/unsafe,https://en.wal.unesco.org/languages/belueli,,belu1239,,Atlantic-Congo,,Africa,0.0,1.31,28.93
Bembe,Definitely endangered,https://en.wal.unesco.org/languages/bembe,999999.0,bemb1255,,Atlantic-Congo,bmb,Africa,0.0,-4.49,29.05
Bemba (Zambia),Potentially vulnerable,https://en.wal.unesco.org/languages/bemba-zambia,9999999.0,bemb1257,Zambia,Atlantic-Congo,bem,Africa,12.0,-10.61,29.3
Bena (Nigeria),Endangered/unsafe,https://en.wal.unesco.org/languages/bena-nigeria,99999.0,bena1260,,Atlantic-Congo,yun,Africa,0.0,9.75,12.4
Bena (Tanzania),Potentially vulnerable,https://en.wal.unesco.org/languages/bena-tanzania,999999.0,bena1262,,Atlantic-Congo,bez,Africa,17.0,-9.27,35.04
Benabena,Definitely endangered,https://en.wal.unesco.org/languages/benabena,99999.0,bena1264,,Nuclear Trans New Guinea,bef,Papunesia,0.0,-6.1,145.53
Bench,Potentially vulnerable,https://en.wal.unesco.org/languages/bench,999999.0,benc1235,,Ta-Ne-Omotic,bcq,Africa,3.0,7.05,35.77
Bende,Definitely endangered,https://en.wal.unesco.org/languages/bende,99999.0,bend1258,,Atlantic-Congo,bdp,Africa,0.0,-6.22,30.59
Bendi,Endangered/unsafe,https://en.wal.unesco.org/languages/bendi,99999.0,bend1260,,Central Sudanic,bct,Africa,0.0,2.2,30.37
Kata Kolok,Definitely endangered,https://en.wal.unesco.org/languages/kata-kolok,99.0,beng1239,,Sign Language,bqy,Papunesia,0.0,-8.38,115.1
Bengali,Safe,https://en.wal.unesco.org/languages/bengali,999999999.0,beng1280,India,Indo-European,ben,Eurasia,15.0,24.0,90.0
Benga,Severely endangered,https://en.wal.unesco.org/languages/benga,9999.0,beng1282,,Atlantic-Congo,bng,Africa,0.0,1.08,9.6
Beng,Endangered/unsafe,https://en.wal.unesco.org/languages/beng,99999.0,beng1286,,Mande,nhb,Africa,0.0,7.78,-4.24
Benggoi,Definitely endangered,https://en.wal.unesco.org/languages/benggoi,999.0,beng1287,,Austronesian,bgy,Papunesia,3.0,-3.14,130.09
Ben-Lomond-Cape-Portland,Not in use,https://en.wal.unesco.org/languages/ben-lomond-cape-portland,0.0,benl1235,,North-Eastern Tasmanian,xpb,Australia,0.0,-41.33,147.79
Bentong,Definitely endangered,https://en.wal.unesco.org/languages/bentong,99999.0,bent1237,,Austronesian,bnu,Papunesia,0.0,-4.76,119.81
Ben Tey Dogon,Definitely endangered,https://en.wal.unesco.org/languages/ben-tey-dogon,9999.0,bent1238,,Dogon,dbt,Africa,0.0,14.78,-2.94
Benyadu',Endangered/unsafe,https://en.wal.unesco.org/languages/benyadu,99999.0,beny1237,,Austronesian,byd,Papunesia,0.0,0.79,109.75
Beothuk,Not in use,https://en.wal.unesco.org/languages/beothuk,0.0,beot1247,,,bue,North America,0.0,48.0,-57.0
Bepour,Severely endangered,https://en.wal.unesco.org/languages/bepour,99.0,bepo1240,,Nuclear Trans New Guinea,bie,Papunesia,0.0,-4.6,145.44
Bera,Definitely endangered,https://en.wal.unesco.org/languages/bera,999999.0,bera1259,,Atlantic-Congo,brf,Africa,0.0,1.5,30.03
Berakou,Not in use,https://en.wal.unesco.org/languages/berakou,0.0,bera1261,,Central Sudanic,bxv,Africa,4.0,12.5,15.0
Berau Malay,Endangered/unsafe,https://en.wal.unesco.org/languages/berau-malay,99999.0,bera1262,,Austronesian,bve,Papunesia,0.0,1.67,117.93
Berbice Creole Dutch,Not in use,https://en.wal.unesco.org/languages/berbice-creole-dutch,0.0,berb1259,Guyana,Indo-European,brc,South America,0.0,5.38,-58.0
Berbey Sign Language,Definitely endangered,https://en.wal.unesco.org/languages/berbey-sign-language,9.0,berb1261,,Sign Language,,Africa,0.0,15.28,-1.77
Berinomo,Definitely endangered,https://en.wal.unesco.org/languages/berinomo,999.0,beri1253,,Sepik,bit,Papunesia,1.0,-4.42,142.46
Berik,Definitely endangered,https://en.wal.unesco.org/languages/berik,9999.0,beri1254,,Tor-Orya,bkl,Papunesia,0.0,-2.27,138.87
Berom,Potentially vulnerable,https://en.wal.unesco.org/languages/berom,999999.0,bero1242,,Atlantic-Congo,bom,Africa,8.0,9.67,8.81
Berta,Definitely endangered,https://en.wal.unesco.org/languages/berta,999999.0,bert1248,Sudan,,wti,Africa,7.0,10.65,34.7
Berti,Not in use,https://en.wal.unesco.org/languages/berti,0.0,bert1249,,Saharan,byt,Africa,0.0,14.67,25.83
Besisi,Definitely endangered,https://en.wal.unesco.org/languages/besisi,9999.0,besi1244,,Austroasiatic,mhe,Eurasia,6.0,2.72,101.68
Besme,Definitely endangered,https://en.wal.unesco.org/languages/besme,9999.0,besm1235,,Atlantic-Congo,bes,Africa,0.0,9.59,16.09
Besoa,Definitely endangered,https://en.wal.unesco.org/languages/besoa,9999.0,beso1237,,Austronesian,bep,Papunesia,0.0,-1.6,120.38
Betawi,Definitely endangered,https://en.wal.unesco.org/languages/betawi,9999999.0,beta1252,Indonesia,Austronesian,bew,Papunesia,8.0,-6.21,107.02
Betaf,Definitely endangered,https://en.wal.unesco.org/languages/betaf,999.0,beta1253,,Tor-Orya,bfe,Papunesia,0.0,-2.12,139.25
Bete (Yukubenic),Severely endangered,https://en.wal.unesco.org/languages/bete-yukubenic,9.0,bete1261,,Atlantic-Congo,byf,Africa,0.0,7.02,9.74
Bete-Bendi,Endangered/unsafe,https://en.wal.unesco.org/languages/bete-bendi,99999.0,bete1262,,Atlantic-Congo,btt,Africa,2.0,6.62,9.2
Beti (Côte d'Ivoire),Definitely endangered,https://en.wal.unesco.org/languages/beti-cote-divoire,9999.0,beti1248,,Atlantic-Congo,eot,Africa,0.0,5.26,-3.29
Betoi-Jirara,Not in use,https://en.wal.unesco.org/languages/betoi-jirara,0.0,beto1236,,,,South America,9.0,7.22,-71.42
Betta Kurumba,Definitely endangered,https://en.wal.unesco.org/languages/betta-kurumba,99999.0,bett1235,,Dravidian,xub,Eurasia,0.0,11.64,76.61
Bezhta,Definitely endangered,https://en.wal.unesco.org/languages/bezhta,9999.0,bezh1248,,Nakh-Daghestanian,kap,Eurasia,3.0,42.12,46.03
Bhadrawahi,Endangered/unsafe,https://en.wal.unesco.org/languages/bhadrawahi,99999.0,bhad1241,India,Indo-European,bhd,Eurasia,3.0,33.29,75.87
Bharia,Potentially vulnerable,https://en.wal.unesco.org/languages/bharia,999999.0,bhar1241,,Indo-European,bha,Eurasia,0.0,22.34,83.11
Bhattiyali,Endangered/unsafe,https://en.wal.unesco.org/languages/bhattiyali,99999.0,bhat1263,India,Indo-European,bht,Eurasia,0.0,32.4,76.03
Bhatri,Potentially vulnerable,https://en.wal.unesco.org/languages/bhatri,999999.0,bhat1265,India,Indo-European,bgw,Eurasia,0.0,19.26,82.24
Bhaya,Definitely endangered,https://en.wal.unesco.org/languages/bhaya,999.0,bhay1238,Pakistan,Indo-European,bhe,Eurasia,0.0,25.48,69.31
